Department,PI_Name,Total_GPU_Hours_FY2026,Total_CPU_Hours_FY2026,Storage_Used_TB,Peak_Concurrent_GPUs,Avg_Queue_Wait_Min,Avg_Job_Duration_Hr,Total_Jobs,Job_Success_PCT,Satisfaction,Budget_Contribution,_Sheet,Month,Month_Num,GPU_Hours,CPU_Hours,Jobs,Avg_Wait_Min,Peak_GPUs,Storage_Delta_TB,Avg_GPU_Util_PCT,Avg_Mem_Util_PCT,Preempted_Jobs,Failed_Jobs,Energy_kWh,Min_GPUs_Per_Node,Min_GPU_Memory_GB,Min_Network_Gbps,Min_Storage_GBps,Special_Requirements,Preferred_Priority,Files_M,New_Data_TB,Deleted_TB,Avg_File_KB,Software,Avg_Monthly_Sessions,Peak_Concurrent,Avg_Session_Hours,GPU_Hours_Monthly,CPU_Hours_Monthly,Avg_Wait_GPU_Min,Avg_Wait_CPU_Min,P95_Wait_GPU_Min,P99_Wait_GPU_Min,Jobs_Timed_Out,Jobs_Preempted,Category,Avg_Runtime_Hr,Avg_GPU_Util,Avg_Mem_GB,Avg_IB_GBps,Avg_Energy_kWh,Response_ID,Role,Top_Issue,Comment,Date,User_ID,Jobs_Submitted,Jobs_Completed,Jobs_Failed,Max_Wait_Min,GPU_Util_Avg_PCT,Mem_Used_Avg_GB,Storage_Read_GB,Storage_Write_GB,IO_Wait_PCT,Network_GB,Overall_Score,Queue_Wait_Score,Storage_Score,Support_Score,GPU_Avail_Score,Comments,Sessions,Peak_Memory_GB
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Feb,,28.0,942.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,48.1,,,,,,,,,usr_mat_12,,,,,,,,,,,,,,,,,17.0,423.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Mar,,59.0,996.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,24.0,,,,,,,,,usr_mat_12,,,,,,,,,,,,,,,,,30.0,309.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Jun,,351.0,245.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,23.0,,,,,,,,,usr_mat_12,,,,,,,,,,,,,,,,,6.0,353.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Aug,,240.0,1512.0,,,,,,,,,,,,,,,,,,,,LAMMPS,,,,,,,,,,,,,,29.6,,,,,,,,,usr_mat_12,,,,,,,,,,,,,,,,,6.0,152.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Sep,,123.0,175.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,32.4,,,,,,,,,usr_mat_12,,,,,,,,,,,,,,,,,12.0,583.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Dec,,318.0,809.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,91.2,,,,,,,,,usr_mat_12,,,,,,,,,,,,,,,,,13.0,283.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Feb,,430.0,292.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,25.8,,,,,,,,,usr_mat_13,,,,,,,,,,,,,,,,,29.0,37.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,May,,161.0,1363.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,82.3,,,,,,,,,usr_mat_13,,,,,,,,,,,,,,,,,39.0,104.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Sep,,296.0,645.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,35.4,,,,,,,,,usr_mat_13,,,,,,,,,,,,,,,,,21.0,643.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Oct,,361.0,68.0,,,,,,,,,,,,,,,,,,,,TensorFlow,,,,,,,,,,,,,,43.5,,,,,,,,,usr_mat_13,,,,,,,,,,,,,,,,,29.0,486.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Apr,,248.0,696.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,58.8,,,,,,,,,usr_mat_14,,,,,,,,,,,,,,,,,25.0,411.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Oct,,48.0,498.0,,,,,,,,,,,,,,,,,,,,Amber,,,,,,,,,,,,,,58.2,,,,,,,,,usr_mat_14,,,,,,,,,,,,,,,,,17.0,67.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Oct,,321.0,456.0,,,,,,,,,,,,,,,,,,,,GROMACS,,,,,,,,,,,,,,43.9,,,,,,,,,usr_mat_15,,,,,,,,,,,,,,,,,48.0,617.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Nov,,490.0,1943.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,36.3,,,,,,,,,usr_mat_15,,,,,,,,,,,,,,,,,43.0,369.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Jul,,230.0,907.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,89.7,,,,,,,,,usr_mat_16,,,,,,,,,,,,,,,,,5.0,685.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Sep,,346.0,1860.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,44.8,,,,,,,,,usr_mat_16,,,,,,,,,,,,,,,,,35.0,511.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Nov,,298.0,1689.0,,,,,,,,,,,,,,,,,,,,Abaqus,,,,,,,,,,,,,,51.5,,,,,,,,,usr_mat_16,,,,,,,,,,,,,,,,,9.0,16.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Mar,,467.0,986.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,78.0,,,,,,,,,usr_mat_17,,,,,,,,,,,,,,,,,27.0,477.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Apr,,393.0,1683.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,61.2,,,,,,,,,usr_mat_17,,,,,,,,,,,,,,,,,27.0,383.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,May,,90.0,1348.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,50.5,,,,,,,,,usr_mat_17,,,,,,,,,,,,,,,,,29.0,60.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Dec,,198.0,914.0,,,,,,,,,,,,,,,,,,,,GROMACS,,,,,,,,,,,,,,34.1,,,,,,,,,usr_mat_17,,,,,,,,,,,,,,,,,48.0,406.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Jan,,411.0,215.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,71.9,,,,,,,,,usr_mat_18,,,,,,,,,,,,,,,,,15.0,399.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Mar,,139.0,467.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,80.6,,,,,,,,,usr_mat_18,,,,,,,,,,,,,,,,,13.0,553.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Nov,,55.0,1195.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,21.8,,,,,,,,,usr_mat_18,,,,,,,,,,,,,,,,,43.0,262.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Jan,,337.0,1185.0,,,,,,,,,,,,,,,,,,,,Schrodinger,,,,,,,,,,,,,,52.2,,,,,,,,,usr_mat_19,,,,,,,,,,,,,,,,,12.0,351.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Mar,,94.0,1200.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,50.2,,,,,,,,,usr_mat_19,,,,,,,,,,,,,,,,,27.0,218.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,May,,433.0,903.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,77.9,,,,,,,,,usr_mat_19,,,,,,,,,,,,,,,,,2.0,420.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Jun,,59.0,40.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,29.2,,,,,,,,,usr_mat_19,,,,,,,,,,,,,,,,,8.0,272.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Sep,,345.0,296.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,77.8,,,,,,,,,usr_mat_19,,,,,,,,,,,,,,,,,42.0,546.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Feb,,499.0,987.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,70.8,,,,,,,,,usr_mat_20,,,,,,,,,,,,,,,,,9.0,84.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Mar,,372.0,38.0,,,,,,,,,,,,,,,,,,,,Abaqus,,,,,,,,,,,,,,47.2,,,,,,,,,usr_mat_20,,,,,,,,,,,,,,,,,33.0,278.0
Mathematics,,,,,,,,,,,,Software_Usage_Per_User,Mar,,109.0,1498.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,68.3,,,,,,,,,usr_mat_20,,,,,,,,,,,,,,,,,12.0,110.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jan,,491.0,1262.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,87.6,,,,,,,,,usr_eng_01,,,,,,,,,,,,,,,,,26.0,695.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Feb,,7.0,1464.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,64.7,,,,,,,,,usr_eng_01,,,,,,,,,,,,,,,,,21.0,557.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Apr,,293.0,259.0,,,,,,,,,,,,,,,,,,,,Abaqus,,,,,,,,,,,,,,65.1,,,,,,,,,usr_eng_01,,,,,,,,,,,,,,,,,33.0,370.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jun,,256.0,502.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,52.5,,,,,,,,,usr_eng_01,,,,,,,,,,,,,,,,,42.0,216.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Feb,,60.0,1003.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,73.1,,,,,,,,,usr_eng_02,,,,,,,,,,,,,,,,,5.0,653.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Mar,,148.0,1827.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,78.5,,,,,,,,,usr_eng_02,,,,,,,,,,,,,,,,,2.0,288.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,May,,56.0,1856.0,,,,,,,,,,,,,,,,,,,,Gaussian,,,,,,,,,,,,,,31.6,,,,,,,,,usr_eng_02,,,,,,,,,,,,,,,,,46.0,316.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jul,,382.0,754.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,67.3,,,,,,,,,usr_eng_02,,,,,,,,,,,,,,,,,22.0,690.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Nov,,322.0,676.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,80.6,,,,,,,,,usr_eng_02,,,,,,,,,,,,,,,,,22.0,574.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jun,,466.0,652.0,,,,,,,,,,,,,,,,,,,,MATLAB,,,,,,,,,,,,,,72.1,,,,,,,,,usr_eng_03,,,,,,,,,,,,,,,,,8.0,662.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Dec,,156.0,880.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,57.5,,,,,,,,,usr_eng_03,,,,,,,,,,,,,,,,,44.0,167.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jan,,389.0,178.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,57.1,,,,,,,,,usr_eng_04,,,,,,,,,,,,,,,,,37.0,409.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Mar,,313.0,513.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,52.4,,,,,,,,,usr_eng_04,,,,,,,,,,,,,,,,,5.0,374.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jul,,411.0,581.0,,,,,,,,,,,,,,,,,,,,LAMMPS,,,,,,,,,,,,,,55.3,,,,,,,,,usr_eng_04,,,,,,,,,,,,,,,,,35.0,409.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,May,,225.0,1499.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,45.5,,,,,,,,,usr_eng_05,,,,,,,,,,,,,,,,,13.0,410.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jul,,281.0,182.0,,,,,,,,,,,,,,,,,,,,VASP,,,,,,,,,,,,,,50.6,,,,,,,,,usr_eng_05,,,,,,,,,,,,,,,,,25.0,442.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jan,,170.0,1392.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,80.4,,,,,,,,,usr_eng_06,,,,,,,,,,,,,,,,,14.0,91.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Mar,,270.0,86.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,84.9,,,,,,,,,usr_eng_06,,,,,,,,,,,,,,,,,26.0,616.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jun,,36.0,889.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,34.7,,,,,,,,,usr_eng_06,,,,,,,,,,,,,,,,,14.0,624.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Aug,,407.0,794.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,66.8,,,,,,,,,usr_eng_06,,,,,,,,,,,,,,,,,45.0,657.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Aug,,439.0,17.0,,,,,,,,,,,,,,,,,,,,Gaussian,,,,,,,,,,,,,,68.2,,,,,,,,,usr_eng_06,,,,,,,,,,,,,,,,,34.0,18.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Dec,,66.0,1767.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,67.0,,,,,,,,,usr_eng_06,,,,,,,,,,,,,,,,,4.0,368.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Sep,,89.0,1495.0,,,,,,,,,,,,,,,,,,,,WRF,,,,,,,,,,,,,,27.0,,,,,,,,,usr_eng_07,,,,,,,,,,,,,,,,,25.0,457.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Nov,,350.0,295.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,66.0,,,,,,,,,usr_eng_07,,,,,,,,,,,,,,,,,6.0,174.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Sep,,256.0,504.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,49.9,,,,,,,,,usr_eng_08,,,,,,,,,,,,,,,,,23.0,260.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Sep,,11.0,1132.0,,,,,,,,,,,,,,,,,,,,PyTorch,,,,,,,,,,,,,,72.2,,,,,,,,,usr_eng_08,,,,,,,,,,,,,,,,,5.0,457.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Oct,,16.0,1070.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,51.5,,,,,,,,,usr_eng_08,,,,,,,,,,,,,,,,,8.0,34.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Nov,,129.0,554.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,24.6,,,,,,,,,usr_eng_08,,,,,,,,,,,,,,,,,9.0,551.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Dec,,72.0,778.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,64.7,,,,,,,,,usr_eng_08,,,,,,,,,,,,,,,,,37.0,322.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Sep,,45.0,915.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,77.8,,,,,,,,,usr_eng_09,,,,,,,,,,,,,,,,,23.0,583.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Nov,,201.0,903.0,,,,,,,,,,,,,,,,,,,,Abaqus,,,,,,,,,,,,,,52.3,,,,,,,,,usr_eng_09,,,,,,,,,,,,,,,,,20.0,673.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Dec,,295.0,1971.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,59.7,,,,,,,,,usr_eng_09,,,,,,,,,,,,,,,,,22.0,404.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Apr,,8.0,352.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,64.5,,,,,,,,,usr_eng_10,,,,,,,,,,,,,,,,,1.0,628.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Aug,,61.0,437.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,22.1,,,,,,,,,usr_eng_10,,,,,,,,,,,,,,,,,15.0,610.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Sep,,477.0,1757.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,74.0,,,,,,,,,usr_eng_10,,,,,,,,,,,,,,,,,18.0,354.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Dec,,170.0,887.0,,,,,,,,,,,,,,,,,,,,CP2K,,,,,,,,,,,,,,84.8,,,,,,,,,usr_eng_10,,,,,,,,,,,,,,,,,6.0,604.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jun,,300.0,652.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,55.9,,,,,,,,,usr_eng_11,,,,,,,,,,,,,,,,,17.0,519.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Oct,,348.0,1193.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,89.7,,,,,,,,,usr_eng_11,,,,,,,,,,,,,,,,,21.0,348.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Nov,,158.0,1632.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,53.4,,,,,,,,,usr_eng_11,,,,,,,,,,,,,,,,,24.0,221.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jan,,348.0,1521.0,,,,,,,,,,,,,,,,,,,,WRF,,,,,,,,,,,,,,81.2,,,,,,,,,usr_eng_12,,,,,,,,,,,,,,,,,23.0,42.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Mar,,158.0,675.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,44.7,,,,,,,,,usr_eng_12,,,,,,,,,,,,,,,,,49.0,34.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Aug,,474.0,1850.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,32.9,,,,,,,,,usr_eng_12,,,,,,,,,,,,,,,,,24.0,336.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Nov,,275.0,717.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,80.2,,,,,,,,,usr_eng_12,,,,,,,,,,,,,,,,,32.0,289.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Feb,,368.0,42.0,,,,,,,,,,,,,,,,,,,,COMSOL,,,,,,,,,,,,,,89.9,,,,,,,,,usr_eng_13,,,,,,,,,,,,,,,,,38.0,254.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jul,,182.0,1600.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,20.9,,,,,,,,,usr_eng_13,,,,,,,,,,,,,,,,,42.0,157.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jan,,29.0,897.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,73.3,,,,,,,,,usr_eng_14,,,,,,,,,,,,,,,,,28.0,604.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Mar,,197.0,1566.0,,,,,,,,,,,,,,,,,,,,CP2K,,,,,,,,,,,,,,63.4,,,,,,,,,usr_eng_14,,,,,,,,,,,,,,,,,16.0,607.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Apr,,183.0,495.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,30.5,,,,,,,,,usr_eng_14,,,,,,,,,,,,,,,,,2.0,128.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jun,,401.0,1547.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,80.6,,,,,,,,,usr_eng_14,,,,,,,,,,,,,,,,,44.0,177.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Nov,,422.0,1866.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,41.8,,,,,,,,,usr_eng_14,,,,,,,,,,,,,,,,,23.0,571.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jan,,262.0,1834.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,75.0,,,,,,,,,usr_eng_15,,,,,,,,,,,,,,,,,19.0,268.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Mar,,42.0,1116.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,38.8,,,,,,,,,usr_eng_15,,,,,,,,,,,,,,,,,28.0,590.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,May,,159.0,1168.0,,,,,,,,,,,,,,,,,,,,MATLAB,,,,,,,,,,,,,,51.8,,,,,,,,,usr_eng_15,,,,,,,,,,,,,,,,,22.0,667.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jan,,230.0,156.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,40.0,,,,,,,,,usr_eng_16,,,,,,,,,,,,,,,,,10.0,434.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Feb,,283.0,1249.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,51.9,,,,,,,,,usr_eng_16,,,,,,,,,,,,,,,,,32.0,237.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,May,,63.0,499.0,,,,,,,,,,,,,,,,,,,,CP2K,,,,,,,,,,,,,,29.2,,,,,,,,,usr_eng_16,,,,,,,,,,,,,,,,,36.0,491.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jul,,46.0,1983.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,94.4,,,,,,,,,usr_eng_16,,,,,,,,,,,,,,,,,13.0,383.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Oct,,479.0,1863.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,60.4,,,,,,,,,usr_eng_16,,,,,,,,,,,,,,,,,38.0,222.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Nov,,430.0,1322.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,84.0,,,,,,,,,usr_eng_16,,,,,,,,,,,,,,,,,28.0,315.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Feb,,479.0,1642.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,31.4,,,,,,,,,usr_eng_17,,,,,,,,,,,,,,,,,16.0,492.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jul,,362.0,710.0,,,,,,,,,,,,,,,,,,,,Amber,,,,,,,,,,,,,,39.0,,,,,,,,,usr_eng_17,,,,,,,,,,,,,,,,,49.0,37.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jul,,190.0,1909.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,87.3,,,,,,,,,usr_eng_17,,,,,,,,,,,,,,,,,26.0,678.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Oct,,366.0,165.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,37.8,,,,,,,,,usr_eng_17,,,,,,,,,,,,,,,,,11.0,68.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Dec,,367.0,1021.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,39.0,,,,,,,,,usr_eng_17,,,,,,,,,,,,,,,,,34.0,183.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jan,,53.0,1623.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,34.3,,,,,,,,,usr_eng_18,,,,,,,,,,,,,,,,,22.0,574.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Mar,,319.0,121.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,74.9,,,,,,,,,usr_eng_18,,,,,,,,,,,,,,,,,47.0,189.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Aug,,42.0,555.0,,,,,,,,,,,,,,,,,,,,Abaqus,,,,,,,,,,,,,,79.7,,,,,,,,,usr_eng_18,,,,,,,,,,,,,,,,,18.0,506.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Nov,,496.0,1242.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,28.4,,,,,,,,,usr_eng_18,,,,,,,,,,,,,,,,,31.0,88.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Dec,,430.0,39.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,47.7,,,,,,,,,usr_eng_18,,,,,,,,,,,,,,,,,29.0,499.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Apr,,459.0,616.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,54.9,,,,,,,,,usr_eng_19,,,,,,,,,,,,,,,,,43.0,47.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Jun,,262.0,1637.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,75.6,,,,,,,,,usr_eng_19,,,,,,,,,,,,,,,,,48.0,72.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Oct,,203.0,1513.0,,,,,,,,,,,,,,,,,,,,PyTorch,,,,,,,,,,,,,,84.0,,,,,,,,,usr_eng_19,,,,,,,,,,,,,,,,,26.0,513.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Mar,,323.0,1532.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,42.5,,,,,,,,,usr_eng_20,,,,,,,,,,,,,,,,,18.0,404.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Aug,,235.0,703.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,72.5,,,,,,,,,usr_eng_20,,,,,,,,,,,,,,,,,47.0,130.0
Engineering,,,,,,,,,,,,Software_Usage_Per_User,Oct,,123.0,1683.0,,,,,,,,,,,,,,,,,,,,GROMACS,,,,,,,,,,,,,,76.8,,,,,,,,,usr_eng_20,,,,,,,,,,,,,,,,,6.0,470.0
